clause_id,clause,reply,remark,answer,times_used
17460,"Additional function keys shall be provided to access status data for all system points. As a minimum the status data shall include Disable/Enable Status, Verification Tallies of Initiating Devices, Acknowledge Status, etc.",YES,,Comply,2
17460,"Additional function keys shall be provided to access status data for all system points. As a minimum the status data shall include Disable/Enable Status, Verification Tallies of Initiating Devices, Acknowledge Status, etc.",Comply,,Comply,1
17461,"In addition to any required printer output, the control panel shall have the ability to store a minimum of three hundred (300) events in an alarm log plus a minimum of three hundred (300) events in a separate trouble log.",Comply,"Please refer to Catalogue Section #9, Page 29 Programming",Comply,2
17461,"In addition to any required printer output, the control panel shall have the ability to store a minimum of three hundred (300) events in an alarm log plus a minimum of three hundred (300) events in a separate trouble log.",YES,,Comply,2
17461,"In addition to any required printer output, the control panel shall have the ability to store a minimum of three hundred (300) events in an alarm log plus a minimum of three hundred (300) events in a separate trouble log.",Comply,,Comply,1
17462,"All slave module LED's shall be supervised for burnout or disarrangement. Should a problem occur, the panel shall display the module and the LED location numbers to facilitate location of that LED.",Comply,"Please refer to Catalogue Section #9, Page 26 Programming the programmable keys",Comply,1
17462,"All slave module LED's shall be supervised for burnout or disarrangement. Should a problem occur, the panel shall display the module and the LED location numbers to facilitate location of that LED.",Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17462,"All slave module LED's shall be supervised for burnout or disarrangement. Should a problem occur, the panel shall display the module and the LED location numbers to facilitate location of that LED.",Comply,,Comply,1
17463,"Should a trouble condition be present within the system and the audible trouble signal silenced, the trouble signal shall resound at pre-programmed time intervals to act as a reminder that the fire alarm system is not 100% operational. Both the time interval and the trouble reminder signal shall be programmable to suit the user’s application.",Comply,"Please refer to Catalogue Section #9, Page 4 Panel Operation Options",Comply,2
17463,"Should a trouble condition be present within the system and the audible trouble signal silenced, the trouble signal shall resound at pre-programmed time intervals to act as a reminder that the fire alarm system is not 100% operational. Both the time interval and the trouble reminder signal shall be programmable to suit the user’s application.",YES,,Comply,2
17463,"Should a trouble condition be present within the system and the audible trouble signal silenced, the trouble signal shall resound at pre-programmed time intervals to act as a reminder that the fire alarm system is not 100% operational. Both the time interval and the trouble reminder signal shall be programmable to suit the user’s application.",Comply,,Comply,1
17464,There shall be a minimum of four (4) access levels. Authorized personnel shall only make changes to passcodes. Systems not capable of password protected manual command operations shall provide key operated switches for these functions. Function key switches shall be keyed differently from any other keyed switches or locks used within the system.,Comply,"Please refer to Catalogue Section #9, Page 26 Programming the programmable keys",Comply,1
17464,There shall be a minimum of four (4) access levels. Authorized personnel shall only make changes to passcodes. Systems not capable of password protected manual command operations shall provide key operated switches for these functions. Function key switches shall be keyed differently from any other keyed switches or locks used within the system.,Comply,"Please refer to Catalogue Section #9, Page 15 Default passwords",Comply,1
17464,There shall be a minimum of four (4) access levels. Authorized personnel shall only make changes to passcodes. Systems not capable of password protected manual command operations shall provide key operated switches for these functions. Function key switches shall be keyed differently from any other keyed switches or locks used within the system.,Comply,,Comply,1
17465,"In order to maintain security when entering a passcode, the digits entered will not be displayed. All key presses will be acknowledged by local audible momentary tones.",Comply,"Please refer to Catalogue Section #9, Page 26 Programming the programmable keys",Comply,2
17465,"In order to maintain security when entering a passcode, the digits entered will not be displayed. All key presses will be acknowledged by local audible momentary tones.",Comply,,Comply,1
17466,"When a correct passcode is entered, an ""ACCESS GRANTED"" message shall be displayed. The new access level shall be in effect until the operator leaves the keypad inactive for ten (10) minutes or manually logs out.",Comply,"Please refer to Catalogue Section #9, Page 14 Programming mode",Comply,2
17466,"When a correct passcode is entered, an ""ACCESS GRANTED"" message shall be displayed. The new access level shall be in effect until the operator leaves the keypad inactive for ten (10) minutes or manually logs out.",Comply,,Comply,1
17467,"Should an invalid code be entered, the operator shall be notified with a message and shall be allowed up to three chances to enter a valid code. After three unsuccessful tries, an ""ACCESS DENIED"" message shall be displayed.",Comply,"Please refer to Catalogue Section #9, Page 14 Programming mode",Comply,1
17467,"Should an invalid code be entered, the operator shall be notified with a message and shall be allowed up to three chances to enter a valid code. After three unsuccessful tries, an ""ACCESS DENIED"" message shall be displayed.",Comply,"Please refer to Catalogue Section #9, Page 15 Default passwords",Comply,1
17467,"Should an invalid code be entered, the operator shall be notified with a message and shall be allowed up to three chances to enter a valid code. After three unsuccessful tries, an ""ACCESS DENIED"" message shall be displayed.",Comply,,Comply,1
17468,"Access to a level will only allow the operator to perform all actions within that level and all actions of lower levels, not higher levels.",Comply,"Please refer to Catalogue Section #9, Page 14 Programming mode",Comply,1
17468,"Access to a level will only allow the operator to perform all actions within that level and all actions of lower levels, not higher levels.",Comply,"Please refer to Catalogue Section #9, Page 15 Default passwords",Comply,1
17468,"Access to a level will only allow the operator to perform all actions within that level and all actions of lower levels, not higher levels.",Comply,,Comply,1
17469,"Smoke sensors shall be smoke density measuring devices having no self contained alarm set point (fixed threshold). The control panel shall determine the alarm decision for each sensor. The control panel shall determine the condition of each sensor by comparing the sensor value to the stored values. Alternatively, sensors with builtin microship analysing smoke density is equally acceptable.",Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,2
17470,The control panel shall maintain a moving average of the sensors' smoke chamber value to automatically compensate (move the threshold) for dust and dirty conditions that could affect detection operations. The system shall automatically maintain constant smoke obscuration sensitivity for each sensor (via the floating threshold) by compensating for environmental factors. The smoke obscuration sensitivity shall be adjustable.,Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,2
17470,The control panel shall maintain a moving average of the sensors' smoke chamber value to automatically compensate (move the threshold) for dust and dirty conditions that could affect detection operations. The system shall automatically maintain constant smoke obscuration sensitivity for each sensor (via the floating threshold) by compensating for environmental factors. The smoke obscuration sensitivity shall be adjustable.,YES,,Comply,2
17470,The control panel shall maintain a moving average of the sensors' smoke chamber value to automatically compensate (move the threshold) for dust and dirty conditions that could affect detection operations. The system shall automatically maintain constant smoke obscuration sensitivity for each sensor (via the floating threshold) by compensating for environmental factors. The smoke obscuration sensitivity shall be adjustable.,Comply,,Comply,2
17471,"The system shall automatically indicate when an individual sensor needs cleaning. When a sensor's average value reaches a predetermined value, a ""DIRTY SENSOR"" trouble condition shall be audibly and visually indicated at the control panel for the individual sensor. Additionally, the LED on the sensor base shall glow steady giving a visible indication at the sensor location. If a ""DIRTY SENSOR"" is left unattended, and its average value increases to a second predetermined value, an ""EXCESSIVELY DIRTY SENSOR"" trouble condition shall be indicated at the control panel for the individual sensor. To prevent false alarms, these ""DIRTY"" conditions shall in no way decrease the amount of smoke obscuration necessary for system activation.",Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,2
17471,"The system shall automatically indicate when an individual sensor needs cleaning. When a sensor's average value reaches a predetermined value, a ""DIRTY SENSOR"" trouble condition shall be audibly and visually indicated at the control panel for the individual sensor. Additionally, the LED on the sensor base shall glow steady giving a visible indication at the sensor location. If a ""DIRTY SENSOR"" is left unattended, and its average value increases to a second predetermined value, an ""EXCESSIVELY DIRTY SENSOR"" trouble condition shall be indicated at the control panel for the individual sensor. To prevent false alarms, these ""DIRTY"" conditions shall in no way decrease the amount of smoke obscuration necessary for system activation.",Comply,,Comply,1
17472,"The control panel shall continuously perform an automatic self-test routine on each sensor which will functionally check sensor electronics and ensure the accuracy of the values being transmitted to the control panel. Any sensor that fails this test shall indicate a ""SELF TEST ABNORMAL"" trouble condition with the sensor location at the control panel.",Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,2
17472,"The control panel shall continuously perform an automatic self-test routine on each sensor which will functionally check sensor electronics and ensure the accuracy of the values being transmitted to the control panel. Any sensor that fails this test shall indicate a ""SELF TEST ABNORMAL"" trouble condition with the sensor location at the control panel.",Comply,,Comply,2
17473,"An operator at the control panel, having a proper access level, shall have the capability to manually access the following information for each sensor: a) Primary status b) Device type c) Present average value d) present sensitivity selected* e) Peak detection values* f) Sensor range (normal, dirty, etc.) g) Values shall be in ""percent of smoke obscuration"" format so that the operator requires no interpretation.",Comply,"Please refer to Catalogue Section #9, Page 4 Programming",Comply,2
17474,At least 1000 individually identified sensors as well as conventional initiating device and indicating appliance circuits shall be supported within a single control panel.,N/A,,Not applicable,2
17474,At least 1000 individually identified sensors as well as conventional initiating device and indicating appliance circuits shall be supported within a single control panel.,YES,,Comply,2
17474,At least 1000 individually identified sensors as well as conventional initiating device and indicating appliance circuits shall be supported within a single control panel.,Comply,,Comply,2
17475,The automatic fire detectors shall be fixed to the installation by mean of plug-in bases.,Comply,"Please refer to Catalogue Section #9, Page 36 Typical Wiring",Comply,2
17475,The automatic fire detectors shall be fixed to the installation by mean of plug-in bases.,Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17476,"The two bases shall have a mechanical device enabling the base to be set to accept only one of the four main type of detectors, i.e. ionisation smoke, optical smoke, infra-red flame and heat.",Comply with Optical Smoke & Heat Detector Only,"Please refer to Catalogue Section #9, Page 35 Accessories",Comply,2
17476,"The two bases shall have a mechanical device enabling the base to be set to accept only one of the four main type of detectors, i.e. ionisation smoke, optical smoke, infra-red flame and heat.",Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17477,The bases shall incorporate the optional feature of being able to lock the detectors in place once plugged in.,Comply,"Please refer to Catalogue Section #9, Page 36 Typical Wiring",Comply,2
17477,The bases shall incorporate the optional feature of being able to lock the detectors in place once plugged in.,Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17478,The addressable base must incorporate all the electronics circuitry required for communicating detector status to the Control Panel.,Comply,"Please refer to Catalogue Section #9, Page 36 Typical Wiring",Comply,2
17478,The addressable base must incorporate all the electronics circuitry required for communicating detector status to the Control Panel.,Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17479,Addressable detectors and addressable modules shall be able to transmit to the Control Panel a pre-set and unique identifier to detect unauthorised changes in the system configuration.,Comply,"Please refer to Catalogue Section #9, Page Sensing and reporting technology",Comply,2
17479,Addressable detectors and addressable modules shall be able to transmit to the Control Panel a pre-set and unique identifier to detect unauthorised changes in the system configuration.,Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17480,The manufacturer shall have suitable equipment to test and replace all four main types of automatic detectors.,Comply,"Please refer to Catalogue Section #9, Page 35 Testing and Maintenance",Comply,2
17480,The manufacturer shall have suitable equipment to test and replace all four main types of automatic detectors.,Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17481,"The manufacturer shall have available intrinsically safe modules for automatic detectors, the plug-in bases, line isolator & Interface modules.",Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,2
17481,"The manufacturer shall have available intrinsically safe modules for automatic detectors, the plug-in bases, line isolator & Interface modules.",Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17482,Detectors with built in microchip complying with the performance specified hereafter is equally acceptable.,Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,2
17482,Detectors with built in microchip complying with the performance specified hereafter is equally acceptable.,Comply,Ionization and infra-red detectors are not applicable in the project,Comply,1
17483,All detectors shall be powered by the fire alarm control panel.,Comply,"Please refer to Catalogue Section #9, Page 35 Compatibility",Comply,2
17483,All detectors shall be powered by the fire alarm control panel.,Comply,,Comply,1
17484,a) The photoelectric smoke detectors shall be capable of detecting smoke from fires. The detectors shall have 360 degree smoke entry.,Comply,"Please refer to Catalogue Section #9, Page 36 Warning & Cautions",Comply,2
17485,b) The Photo electric smoke detectors shall be U.L listed,Comply,"Please refer to Catalogue Section #9, Page 37 Specifications",Comply,2
17486,c) the design of the optical smoke detectors sensing chamber shall be optimised to minimise the effect of the dust deposits over a period of time,Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,2
17487,d) The optical smoke detectors shall incorporate screens designed to prevent all but the very small insects from entering the sensing chamber.,Comply,"Please refer to Catalogue Section #9, Page 36 Typical Wiring",Comply,1
17487,d) The optical smoke detectors shall incorporate screens designed to prevent all but the very small insects from entering the sensing chamber.,Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,1
17488,e) The optical smoke detectors shall include RFI screening and feed-through connecting components to minimise the effect of radiated and conducted electrical interference.,Comply,Please refer to attached manufacturer letter for your reference.,Comply,1
17488,e) The optical smoke detectors shall include RFI screening and feed-through connecting components to minimise the effect of radiated and conducted electrical interference.,Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,1
17489,"f) The optical smoke detectors shall be incorporate an LED, clearly visible from the outside, to provide indication of alarm actuation.",Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,2
17490,g) The optical smoke detectors shall incorporate a magnetically operated functional test facility.,Comply,As per DCD requirements,Comply,2
17490,g) The optical smoke detectors shall incorporate a magnetically operated functional test facility.,Comply,To be achieved during T&C,Comply,1
17491,h) The optical smoke detectors shall have EMI/RFI shielded electrons.,Comply,Please refer to attached manufacturer letter for your reference.,Comply,1
17491,h) The optical smoke detectors shall have EMI/RFI shielded electrons.,Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,1
17492,"i) The optical smoke detectors shall incorporate an LED clearly visible from the outside, to provide indication of alarm and normal conditions.",Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,2
17493,"j) All smoke detectors for elevator recall functions shall be in compliance with ANSI / ASTM A17.1, elevator code and NFPA 72.",N/A,,Not applicable,1
17493,"j) All smoke detectors for elevator recall functions shall be in compliance with ANSI / ASTM A17.1, elevator code and NFPA 72.",Not Applicable in this project,,Not applicable,1
17493,"j) All smoke detectors for elevator recall functions shall be in compliance with ANSI / ASTM A17.1, elevator code and NFPA 72.",Comply,To be achieved during T&C,Comply,1
17494,a. Sounder must activate upon activation of the floors emergency evacuation alarm.,Comply,Programming,Comply,2
17494,a. Sounder must activate upon activation of the floors emergency evacuation alarm.,Comply,To be achieved during T&C,Comply,1
17495,"b. Sounder shall provide minimum audible alarm of 85 dbA at 10ft, minimum of 75dbA at the pillow.",Comply,"Please refer to Catalogue Section #9, Page 46 Sound Level Output, AB4G",Comply,2
17496,"c. Activation of room smoke detector must immediately and automatically sound an alarm (three pulse temporal pattern as per NFPA-72, paragraph 11.3.5) within the room of incident.",Comply,Programming,Comply,2
17496,"c. Activation of room smoke detector must immediately and automatically sound an alarm (three pulse temporal pattern as per NFPA-72, paragraph 11.3.5) within the room of incident.",Comply,To be achieved during T&C,Comply,1
17497,"d. In suites and other mixed sleeping spaces, multiple detector sounder bases located within the same suit or unit must sound at the same time.",Comply,Programming,Comply,2
17497,"d. In suites and other mixed sleeping spaces, multiple detector sounder bases located within the same suit or unit must sound at the same time.",Comply,To be achieved during T&C,Comply,1
17498,a) The heat detectors shall be capable of self restoring and providing rate of rise and fixed temperature sensing.,Comply,"Please refer to Catalogue Section #9, Page 38 Overview",Comply,2
17499,b) The heat detectors shall be U.L listed,Comply,"Please refer to Catalogue Section #9, Page 41 Specifications",Comply,2
17500,c) The heat detectors shall employ two heat-sensing elements with different thermal characteristics to provide a rate of rise dependent response.,Comply,"Please refer to Catalogue Section #9, Page 39 Application",Comply,2
17501,d) The temperature sensing elements and circuitry of the heat detectors shall be coated with epoxy resin to provide environmental protection.,Comply,Please refer to attached manufacturer letter for your reference.,Comply,1
17501,d) The temperature sensing elements and circuitry of the heat detectors shall be coated with epoxy resin to provide environmental protection.,Comply,"Please refer to Catalogue Section #9, Page 38 Standard Features",Comply,1
17502,e) The heat detectors shall incorporate a magnetically operated functional test facility.,Comply,As per DCD requirements,Comply,2
17503,f) The heat detectors shall have EMI/RFI shielded electrons.,Comply,Please refer to attached manufacturer letter for your reference.,Comply,1
17503,f) The heat detectors shall have EMI/RFI shielded electrons.,Comply,"Please refer to Catalogue Section #9, Page 39 Sensing and reporting technology",Comply,1
17504,"g) The heat detectors shall incorporate an LED, clearly visible from the outside, to provide indication of alarm and normal conditions.",Comply,"Please refer to Catalogue Section #9, Page 38 Standard Features",Comply,2
17505,"h) All heat detectors for elevator recall functions shall be in complete with ANSI / ASTM A17.1, elevator code and NFPA 72.",N/A,,Not applicable,1
17505,"h) All heat detectors for elevator recall functions shall be in complete with ANSI / ASTM A17.1, elevator code and NFPA 72.",Not Applicable in this project,,Not applicable,1
17506,a) The manual call points shall monitor and signal to the Control Panel the status of a switch operated by a ‘break glass’ assembly with N.O/N.C contacts.,Comply,"Please refer to Catalogue Section #9, Page 48 Overview",Comply,1
17506,a) The manual call points shall monitor and signal to the Control Panel the status of a switch operated by a ‘break glass’ assembly with N.O/N.C contacts.,Comply,"Please refer to Catalogue Section #9, Page 49 Application",Comply,1
17507,b) The manual call points shall be U.L approved.,Comply,"Please refer to Catalogue Section #9, Page 51 Specifications",Comply,2
17508,c) The manual call points shall be capable of operating by means of thumb pressure and not require a hammer.,Comply,"Please refer to Catalogue Section #9, Page 48 Overview",Comply,2
17509,d) The manual call points shall be field programmable to be alert or evacuation.,Comply,"Please refer to Catalogue Section #9, Page 50 Installation",Comply,2
17510,e) The manual call points shall be capable of being tested using a special ‘key’ without the need for shattering the glass.,Comply,"Please refer to Catalogue Section #9, Page 49 Testing & Maintenance",Comply,2
17511,f) The addressable manual call points shall have built in electronics with dip switch for addressing.,Comply,"Please refer to Catalogue Section #9, Page 48 Standard Features",Comply,2
17512,g)The conventional manual call points shall be connected to addressable loop through interface modules.,N/A,,Not applicable,1
17512,g)The conventional manual call points shall be connected to addressable loop through interface modules.,Not Applicable in this project,,Not applicable,1
17513,h) The conventional break glass units to be provided in non-conditioned areas such as workshop area and as shown on drawings.,N/A,,Not applicable,1
17513,h) The conventional break glass units to be provided in non-conditioned areas such as workshop area and as shown on drawings.,Not Applicable in this project,,Not applicable,1
17514,i) The manual call points shall evacuate the local fire zone compartment.,Comply,Programming,Comply,1
17514,i) The manual call points shall evacuate the local fire zone compartment.,Comply,programming,Comply,1
17514,i) The manual call points shall evacuate the local fire zone compartment.,Comply,To be achieved during T&C,Comply,1
17515,j) The manual call point behind the reception desk will be the only manual call point that will evacuate the entire complex.,N/A,,Not applicable,1
17515,j) The manual call point behind the reception desk will be the only manual call point that will evacuate the entire complex.,Not Applicable in this project,,Not applicable,1
17515,j) The manual call point behind the reception desk will be the only manual call point that will evacuate the entire complex.,Comply,To be achieved during T&C,Comply,1
17516,a) The addressable contact interface module shall provide monitoring of the status of switched input signals from either normally open contacts from conventional devices.,N/A,,Not applicable,1
17516,a) The addressable contact interface module shall provide monitoring of the status of switched input signals from either normally open contacts from conventional devices.,Not Applicable in this project,,Not applicable,1
17517,b) The addressable contact monitoring module shall be capable of deriving its power directly from the addressable loop or from the control panel.,N/A,,Not applicable,1
17517,b) The addressable contact monitoring module shall be capable of deriving its power directly from the addressable loop or from the control panel.,not Applicable in this project,,Not applicable,1
17518,c) The addressable contact monitoring module shall be enclosed in a pre-fabricated enclosure.,N/A,,Not applicable,1
17518,c) The addressable contact monitoring module shall be enclosed in a pre-fabricated enclosure.,not Applicable in this project,,Not applicable,1
17519,a) The line isolator module shall provide protection on the addressable loop by automatically disconnecting the section of wiring between two modules where a short-circuit has occurred.,N/A,,Not applicable,2
17520,b) The line isolator module shall derive power directly from addressable loop,N/A,,Not applicable,2
17521,c) The line isolator module shall be installed for every 15 devices and as shown in layout drawings.,N/A,,Not applicable,2
17522,Sounders shall be provided for the project. Some sounders in some areas shall be equipped with built-in strobes for audible and visual warning.,Comply,"Please refer to Catalogue Section #9, Page 59 Overview",Comply,2
17523,The sounders shall meet EN 54 Part 3 and features 14 tones model.,Comply,"Please refer to Catalogue Section #9, Page 65 Standard Features",Comply,2
17524,Features: a)Low current consumption b)High output up to 103 dB (A) @ 1.0m c)Tone and volume setting that can be site configurable. d) Red and white color to Engineer / Civil Defense approval. e) Built-in xenon strobe as described in Part-20 f) Low profile g) Sounders installed in outdoor areas shall be weather proof,Comply,"Please refer to Catalogue Section #9, Page 65 Overview & Standard Features",Comply,2
17525,a) Audible/Visible notification appliance combines a high intensity strobe with a low current electronic horn.,Comply,"Please refer to Catalogue Section #9, Page 59 Overview",Comply,2
17526,b) Horn output shall be a steady harmonically rich sound that can be easily coded by the controlling notification appliance circuit.,Comply,"Please refer to Catalogue Section #9, Page 60 Application",Comply,2
17527,c) 24V DC operation,Comply,"Please refer to Catalogue Section #9, Page 59 Overview & Page 62 Specification",Comply,2
17528,d) UL listed.,Comply,"Please refer to Catalogue Section #9, Page 62 Specification",Comply,2
17529,e) Strobe light shall be of xenon with impact resistant polycarbonate lens.,Comply,"Please refer to Catalogue Section #9, Page 62 Specification",Comply,2
17530,f) Strobe light intensity shall be selected from manufactures standard product range depending on the location where it shall be installed and the area coverage. It shall not be less than 30 candela.,Comply,"Please refer to Catalogue Section #9, Page 62 Specification",Comply,2
17531,g) It shall be of surface mounting/semi flush mounting.,Comply as per project requirement,"Please refer to Catalogue Section #9, Page 62 Specification",Comply,2
17532,h) Minimum sound level shall be as PE UL464.,Comply,"Please refer to Catalogue Section #9, Page 61 dBA Output",Comply,2
17533,"i) For hearing accessible guestrooms: - Visual alarms (strobes) are to be connected to, and function on activation of the buildings fire alarm system, upon activation of the room’s smoke detector or any CO detector in the room. - Provide 177 candela, if the strobe is within 61cm from the ceiling (NFPA 72, table 7.5.4.4.2). - Provide 110 candela, otherwise (NFPA 72, table 7.5.4.4.2).",N/A,,Not applicable,2
17534,Control Panel : 0° C to 48° C,Comply,"Please refer to Catalogue Section #9, Page 7 Specification",Comply,2
17534,Control Panel : 0° C to 48° C,YES,,Comply,2
17534,Control Panel : 0° C to 48° C,Comply,,Comply,1
17535,Peripheral Devices: 10° C to 50° C (For conventional devices). 0° C to 49° C (Addressable devices),Comply,"Please refer to Catalogue Section #9, Page 56 Specification",Comply,2
17535,Peripheral Devices: 10° C to 50° C (For conventional devices). 0° C to 49° C (Addressable devices),YES,,Comply,2
17536,Humidity : 95%,Comply,"Please refer to Catalogue Section #9, Page 62 Specification",Comply,2
17536,Humidity : 95%,YES,,Comply,2
17536,Humidity : 95%,Comply,,Comply,1
17536,Humidity : 95%,Comply as per CDA reuqirements,,Comply,1
17537,Outdoor Equipment : IP65.,Comply,"Please refer to Catalogue Section #9, Page 62 Specification",Comply,2
17537,Outdoor Equipment : IP65.,YES,Outdoor rated.,Comply,2
17537,Outdoor Equipment : IP65.,Comply,,Comply,1
17538,"The Edwards EST iO64 intelligent life safety system offers the power of high-end intelligent processing in a configuration that delivers an uncomplicated solution for small to mid-sized applications. With intelligent detection, electronic addressing, automatic device mapping, optional Ethernet® connectivity, and a full line of easily-configured option cards and modules,",Comply,"Please refer to Catalogue Section #9, Page 2 Overview",Comply,1
17539,"The front panel provides an easy-to-use operator’s inter- face, as well as all the necessary controls for front panel programming. A large back-lit 80-character LCD displays system status, event details, and programming prompts. Large tactile control buttons are easy to see in low light conditions, and bright multi- color LEDs offer at-a-glance status indication.",Comply,"Please refer to Catalogue Section #9, Page 3 Operation",Comply,2
17540,"For more advanced system configuration and correlation groups programming, iO-Series systems interface to a PC running com- patible iO-CU software. This option offers full system configuration in the familiar Windows® operating environment. Connection is typically made to a laptop through the panel’s optional RS-232 communications port, which can also be used to connect a system printer.",Comply,"Please refer to Catalogue Section #9, Page 4 Programming",Comply,1
17541,System normal display screen The LCD display shows the system normal display screen when the control panel is in the normal (quiescent) state. The screen displays the following: • Time: Displays the current time • Date: Displays the current date in month/day/year format,Comply,"Please refer to Catalogue Section #9, Page 2 Features",Comply,1
17542,Fire Alarm Red LED. Flashes when there is an active alarm event on any loop. On steady once acknowledged. Trouble Yellow LED. Flashes when there’s a fault with a monitored circuit or system component or when a circuit is disabled. On steady once acknowledged. Sup Yellow LED. Flashes when there is an active super- visory event on any loop. On steady once acknowledged.,Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17543,"Event notification Zone: When a device is a member of a zone, only the zone information is sent to the LCD display, LEDs, printer, and dialer. Zone/device: Zone information is sent to the LCD display and LEDs. Device information is sent to the printer and dialer. Device: Only device information is reported.",Comply,"Please refer to Catalogue Section #9, Page 4 Panel Operation Options",Comply,2
17544,"Panel Silence Yellow LED. Indicates that the panel has been silenced during an active trouble, supervisory, o alarm event and indicates that new event activations have been acknowledged.",Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17545,Signal Silence Yellow LED. On steady indicates that NAC circuit are turned off but the panel is still in alarm.,Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17546,"ACK/Panel Silence Silences the panel and remote annunciators during an active trouble, supervisory, or alarm event and acknowledges new event activations.",Comply,"Please refer to Catalogue Section #9, Page 3 Control Buttons",Comply,1
17547,Reset Yellow LED. Indicates that the panel is reseting.,Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17548,Zone resound On: NACs resound each time a device in the zone goes into alarm even if they were silenced Off: Inhibits the NACs from turning on again (after they were silenced) when a second device in the zone goes into alarm.,Comply,"Please refer to Catalogue Section #9, Page 4 Panel Operation Options",Comply,2
17549,"Disable Yellow LED. Double-flashes when there is a dis- abled circuit, alarm relay, or remote annunciator.",Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17550,Available system reports include: • Correlation groups • Device details • Device maintenance • History • Internal status • System configuration • System status • Walk test • Dialer,Comply,"Please refer to Catalogue Section #9, Page 4 Programming",Comply,2
17551,Monitor Yellow LED. Flashes when there is an active monitor event on any loop. On steady once acknowledged.,Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,3
17552,Default passwords The panel comes standard with a default set of passwords: • Level 1: 1111 • Level 2: 2222 • Remote annunciator: 3333,Comply,"Please refer to Catalogue Section #9, Page 15 Default passwords",Comply,3
17553,"There are two control panel buttons that can be custom programmed to perform an operation. By default, the buttons are disabled and nothing happens when you push them. The buttons can be programmed to control or operate a device, zone, or panel NAC. For example, you can program a button to disable a panel NAC when it is pushed. The buttons can be labeled as to their function with a slip-in label. To operate the buttons, you must be logged on with a minimum level one password.",Comply,"Please refer to Catalogue Section #9, Page 26 Programming the programmable keys",Comply,1
17554,A level 1 password is required to access the Time and Date and the Control menu options. A level 2 password is required to access all other programming options. Note: The system automatically logs you out after four minutes of inactivity.,Comply,"Please refer to Catalogue Section #9, Page 14 Programming mode",Comply,1
17555,"Like all Signature Series detectors, the SIGA-PD is an intelligent device that gathers analog information from its optical sensor, converting this data into digital signals. To make an alarm decision, the detector’s on-board microprocessor measures and analyzes sensor readings and compares this information to historical data. Digital filters remove signal patterns that are not typical of fires, thus virtually eliminating unwanted alarms.",Comply,"Please refer to Catalogue Section #9, Page 34 Overview",Comply,3
17556,Service Detector Yellow LED. Indicates that detector needs servicing,Comply,"Please refer to Catalogue Section #9, Page 4 System LEDs",Comply,1
17557,not applicable in this project,N/A,,Not applicable,5
17558,Twenty Pre-Alarm Settings • Five Sensitivity Settings,Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,1
17559,"Plug-in bases, SIGA-SB",Comply,"Please refer to Catalogue Section #9, Page 36 Typical Wiring",Comply,3
17559,"Plug-in bases, SIGA-SB",Comply with Optical Smoke & Heat Detector Only,"Please refer to Catalogue Section #9, Page 35 Accessories",Comply,1
17560,"Sensing and reporting technology The microprocessor in each detector provides additional benefits - Self-diagnostics and History Log, Automatic Device Mapping, and Fast, Stable Communication.",Comply,"Please refer to Catalogue Section #9, Page Sensing and reporting technology",Comply,1
17561,"Each detector automatically identifies when it is dirty or defective and causes a “dirty detector” message. The detector’s sensitivity measurement can also be transmitted to the loop controller. A sensitivity report may be printed to satisfy NFPA sensitivity measurements, which must be conducted at the end of the first year and every two years thereafter.",Comply with Optical Smoke & Heat Detector Only,"Please refer to Catalogue Section #9, Page 35 Testing and Maintenance",Comply,1
17562,• Next Generation Optical Smoke Sensing Technology • Automatic Device Mapping • Up To 250 Total Signature Addresses Per Loop,Comply,"Please refer to Catalogue Section #9, Page 34 Standard Features",Comply,1
